央视,#genre#
CCTV11,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226463/1.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225815/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225517/index.m3u8#http://39.135.34.150:8080/000000001000/1000000002000019789/1.m3u8?xtkg
CCTV12,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226462/1.m3u8#http://117.169.120.160:8080/live/cctv-12/1.m3u8#http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221225556/index.m3u8#http://39.135.32.29:6610/000000001000/1000000001000032494/1.m3u8?
CCTV13,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226316/1.m3u8#http://39.135.34.150:8080/000000001000/1000000002000021303/1.m3u8?xtkg#http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225817/1.m3u8#http://117.169.120.160:8080/live/cctv-13/1.m3u8#http://39.135.32.29:6610/000000001000/1000000002000021303/1.m3u8?
CCTV14,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226461/1.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225819/1.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8#http://117.169.120.160:8080/live/cctv-14/1.m3u8
CCTV15,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226333/1.m3u8#rtsp://183.252.176.54:554/PLTV/88888888/224/3221225998/10000100000000060000000002296745_0.smil#http://39.135.34.150:8080/000000001000/1000000002000008163/1.m3u8?xtkg#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225818/1.m3u8
CCTV5+,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225821/1.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225939/1.m3u8
CCTV17,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226459/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226198/1.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221226990/1.m3u8
CCTV-4K,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229373/01.m3u8?fmt=ts2hls
CCTV-4K,http://www.jhbwtv.top/aishang/aish.php?id=505
CCTV-老故事,http://183.207.248.71/gitv/live1/G_LAOGUSHI/G_LAOGUSHI#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8#rtmp://58.200.131.2:1935/livetv/lgstv
CCTV-新科动漫,http://cctvtxyh5ca.liveplay.myqcloud.com/live/xinkedongman_2/index.m3u8
CCTV-发现之旅,http://183.207.248.71/gitv/live1/G_FAXIANZL/G_FAXIANZL#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226235/1.m3u8
CCTV-欧洲,http://42.81.144.99/live.cache.cmvideo.cn/migu/kailu/20200324/cctv4ouhd/57/index.m3u8?&encrypt=1
CCTV-美洲,http://42.81.144.99/live.cache.cmvideo.cn/migu/kailu/20200324/cctv4meihd/51/index.m3u8?&encrypt=1
CCTV-怀旧剧场,rtmp://58.200.131.2:1935/livetv/hjjctv
CCTV-第一剧场,rtmp://58.200.131.2:1935/livetv/dyjctv
CCTV-风云足球,rtmp://58.200.131.2:1935/livetv/fyzqtv
CCTV-兵器科技,rtmp://58.200.131.2:1935/livetv/gfjstv
卫视,#genre#
内蒙古卫视,http://live.m2oplus.nmtv.cn/1/sd/live.m3u8
北京卫视,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?time=#http://39.135.34.150:8080/000000001000/1000000001000017156/1.m3u8?xtkg#http://cm.wshls.homecdn.com/live/1bd71.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/bjwshd/4000000/mnf.m3u8#http://140.207.241.2:8080/live/program/live/bjwshd/4000000/mnf.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225937/1.m3u8
上海卫视,http://39.135.32.29:6610/000000001000/1000000001000030202/1.m3u8?#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hddfws/4000000/mnf.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225700/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226217/1.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221226873/1.m3u8#http://39.135.34.150:8080/000000001000/1000000001000030202/1.m3u8?xtkg#http://183.207.255.190/live/program/live/hddfws/4000000/mnf.m3u8
重庆卫视,http://39.135.34.150:8080/000000001000/1000000002000018937/1.m3u8?xtkg#http://39.134.65.162/PLTV/88888888/224/3221225502/index.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8#http://183.207.248.71/cntv/live1/HD-8000k-1080P-chongqingstv/HD-8000k-1080P-chongqingstv#http://39.135.32.29:6610/000000001000/1000000002000018937/1.m3u8?#http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
天津卫视,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/tjwshd/2300000/mnf.m3u8#http://39.135.32.29:6610/000000001000/1000000001000000831/1.m3u8?#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225941/1.m3u8#http://117.169.120.160:8080/live/hdtianjinstv/1.m3u8
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225747/1.m3u8
浙江卫视,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225934/1.m3u8#http://39.135.34.150:8080/000000001000/1000000001000009806/1.m3u8?xtkg#http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/zjwshd/4000000/mnf.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
福建卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226121/10000100000000060000000002358085_0.smil#http://39.135.34.150:8080/000000001000/1000000002000009263/1.m3u8?xtkg#http://39.135.32.29:6610/000000001000/1000000002000009263/1.m3u8?#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dnwshd/4000000/mnf.m3u8
海峡卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil
厦门卫视,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221226781/1.m3u8
湖南卫视,http://39.135.34.150:8080/000000001000/1000000001000009115/1.m3u8?xtkg#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225935/1.m3u8#http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/hnwshd/2300000/mnf.m3u8#http://117.169.120.160:8080/live/hdhunanstv/1.m3u8
江苏卫视,rtsp://183.252.176.54/PLTV/88888888/224/3221226038/10000100000000060000000002296879_0.smil#http://39.135.34.150:8080/000000001000/1000000001000004684/1.m3u8?xtkg#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221226869/1.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jswshd/4000000/mnf.m3u8
江西卫视,http://39.135.34.150:8080/000000001000/1000000001000013731/1.m3u8?xtkg#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jxwshd/4000000/mnf.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225834/1.m3u8#http://140.207.241.2:8080/live/program/live/jxwshd/4000000/mnf.m3u8
青海卫视,http://live.geermurmt.com/qhws/sd/live.m3u8
云南卫视,https://hwapi.yunshicloud.com/8xughf/e0bx15.m3u8#http://hwzbout.yunshicloud.com/8xughf/e0bx15.m3u8
贵州卫视,rtsp://183.252.166.199:554/PLTV/88888888/224/3221226126/10000100000000060000000002434541_0.smil#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221226827/1.m3u8#http://39.135.138.6:6610/PLTV/88888888/224/3221225483/2/index.m3u8?fmt=ts2hls
四川卫视,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221227006/1.m3u8#http://scgctvshow.sctv.com/scgc/sctv1deu5453w/1.m3u8#http://ivi.bupt.edu.cn/hls/schd.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226203/1.m3u8#http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/ahwshd/4000000/mnf.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225844/1.m3u8#http://117.169.120.160:8080/live/anhuistv/1.m3u8#http://zbbf2.ahtv.cn/live/749.m3u8
山东卫视,http://livealone302.iqilu.com/iqilu/sdtv.m3u8#http://39.135.34.150:8080/000000001000/1000000001000012807/1.m3u8?xtkg#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225843/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226209/1.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/sdwshd/4000000/mnf.m3u8
甘肃卫视,http://39.134.39.38/PLTV/88888888/224/3221226240/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225754/1.m3u8
广东卫视,http://39.135.34.150:8080/000000001000/1000000001000028357/1.m3u8?xtkg#http://cm.wshls.homecdn.com/live/1bd69.m3u8#http://112.89.33.26/PLTV/88888973/224/3221225770/10000100000000060000000000337082_0.smil/01.m3u8?fmt=ts2hls#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225824/1.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/gdwshd/4000000/mnf.m3u8
广西卫视,http://ivi.bupt.edu.cn/hls/gxhd.m3u8
深圳卫视,http://39.135.34.150:8080/000000001000/1000000001000011645/1.m3u8?xtkg#http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/szwshd/2300000/mnf.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225848/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225801/1.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/szwshd/4000000/mnf.m3u8
康巴卫视,http://scgctvshow.sctv.com/hdlive/kangba/1.m3u8
湖北卫视,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/hbwshd/2300000/mnf.m3u8#http://39.135.34.150:8080/000000001000/6956052407855047826/1.m3u8?xtkg#http://117.169.120.160:8080/live/hdhubeistv/1.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225840/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/1.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hbwshd/4000000/mnf.m3u8
河北卫视,https://jwplay.hebyun.com.cn/live/hbwstv/1500k/tzwj_video.m3u8#http://39.135.138.6:6610/PLTV/88888888/224/3221225610/2/index.m3u8?fmt=ts2hls
河南卫视,http://39.135.138.6:6610/PLTV/88888888/224/3221225611/2/index.m3u8?fmt=ts2hls#http://ivi.bupt.edu.cn/hls/hnhd.m3u8
辽宁卫视,http://39.135.32.29:6610/000000001000/1000000002000024033/1.m3u8?#http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221226881/1.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/lnwshd/4000000/mnf.m3u8#http://39.135.34.150:8080/000000001000/1000000002000024033/1.m3u8?xtkg#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226201/1.m3u8
吉林卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226792/48616745.smil#http://ivi.bupt.edu.cn/hls/jltv.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225792/1.m3u8
黑龙江卫视,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/hljwshd/2300000/mnf.m3u8#http://39.135.32.29:6610/000000001000/8467838254824392379/1.m3u8?#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hljwshd/4000000/mnf.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225940/1.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225802/1.m3u8
海南卫视,rtsp://183.252.166.199:554/PLTV/88888888/224/3221226048/10000100000000060000000002296889_0.smil#http://39.134.39.38/PLTV/88888888/224/3221226301/index.m3u8#http://ivi.bupt.edu.cn/hls/lyhd.m3u8
三沙卫视,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8#http://ivi.bupt.edu.cn/hls/sstv.m3u8#rtmp://58.200.131.2:1935/livetv/sstv
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225748/1.m3u8
CETV-教育一台,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/zgjy1ott/4000000/mnf.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226494/index.m3u8#http://39.130.215.168:6610/gitv_live/G_CETV-1-HD/G_CETV-1-HD.m3u8#http://39.134.39.38/PLTV/88888888/224/3221226282/index.m3u8#http://39.135.138.6:6610/PLTV/88888888/224/3221225917/2/index.m3u8?fmt=ts2hls#rtmp://58.200.131.2:1935/livetv/cetv1hd
数字,#genre#
CGTN-环球国际,http://live.cgtn.com/1000/prog_index.m3u8
CGTN-环球记录,https://livedoc.cgtn.com/1000d/prog_index.m3u8
中华特产,http://play.zhtctv.cn/portal/btv.m3u8
生态环境,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8#http://183.207.248.71/gitv/live1/G_XINYULE/G_XINYULE
CNC-中文频道,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CNC-英文频道,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8
京视剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226242/1.m3u8#http://183.207.248.71/gitv/live1/G_JINGJU/G_JINGJU
清华大学,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
九画面高清,http://111.20.105.60:6060/yinhe/2/ch00000090990000001579/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
纯享4K高清,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226825/index.m3u8
纯享4K高清,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225726/index.m3u8
咪咕体育真4K-HDR,http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230373/index.m3u8
4K花园娱乐高清,http://223.110.243.163/ott.js.chinamobile.com/PLTV/3/224/3221227749/index.m3u8
芒果TV4K高清,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226887/index.m3u8
咪咕-4K高清,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225863/index.m3u8
咪咕-4K高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226399/1.m3u8
爱上4K高清,http://111.20.105.60:6060/yinhe/2/ch00000090990000001709/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
IPTV-4K高清,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226550/1.m3u8
广东4K高清,http://111.161.121.214/nclive.grtn.cn/4K/sd/live.m3u8
广东4K高清,http://www.jhbwtv.top/bili/gdtv.php?id=CHTVP4K
3D电影高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221230386/1.m3u8
CHC高清影院HD高清,http://122.138.32.222:9901/tsfile/live/1020_1.m3u8
CHC高清影院HD高清,http://111.20.105.60:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清影院HD高清,http://www.jhbwtv.top/aishang/aish.php?id=325
CHC高清影院HD高清,http://hdtv.haust.edu.cn/hls/chchd.m3u8
CHC高清影院HD高清,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC高清影院HD高清,http://ivi.bupt.edu.cn/hls/chchd.m3u8
CHC高清影院HD高清,http://www.jhbwtv.top/nxiptv/nx.php?id=121
CHC动作电影HD高清,http://122.138.32.222:9901/tsfile/live/1019_1.m3u8
CHC动作电影HD高清,http://111.20.105.60:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影HD高清,http://www.jhbwtv.top/aishang/aish.php?id=324
CHC动作电影HD高清,http://111.20.105.60:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影HD高清,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影HD高清,http://hdtv.haust.edu.cn/hls/chcatv.m3u8
CHC家庭影院HD高清,http://122.138.32.222:9901/tsfile/live/1021_1.m3u8
CHC家庭影院HD高清,http://111.20.105.60:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院HD高清,http://www.jhbwtv.top/aishang/aish.php?id=323
CHC家庭影院HD高清,http://111.20.105.60:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院HD高清,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭影院HD高清,http://hdtv.haust.edu.cn/hls/chctv.m3u8
求索纪录HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228972/01.m3u8?fmt=ts2hls
求索纪录HD高清,http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8
求索科学HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228975/01.m3u8?fmt=ts2hls
求索科学HD高清,http://39.134.66.162/PLTV/88888888/224/3221225728/index.m3u8
求索动物HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228980/01.m3u8?fmt=ts2hls
求索动物HD高清,http://39.134.66.162/PLTV/88888888/224/3221225730/index.m3u8
求索生活HD高清,http://39.134.182.236/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228983/01.m3u8?fmt=ts2hls
求索生活HD高清,http://39.134.66.162/PLTV/88888888/224/3221225715/index.m3u8
Discovery-HD高清,http://185.180.221.194:8278/streams/d/Discoveryhd/playlist.m3u8
Discovery-HD高清,rtmp://ivi.bupt.edu.cn:1935/livetv/discovery
Discovery-HD高清,http://www.jhbwtv.top/anb/gt.php?id=cn_3_13008
Discovery-HD高清,http://www.jhbwtv.top/anb/dfgdftv.php?id=1035
Discovery-HD高清,rtmp://ivi.bupt.edu.cn:1935/livetv/discovery
Discovery亚洲HD高清,https://www.livedoomovie.com/02_DiscoveryHDWorld/chunklist.m3u8
Discovery亚洲HD高清,vjms://61.216.1.24:8500:3502/live/cid=440
Discovery亚洲HD高清,vjms://14.102.154.165:8500:3502/live/cid=440
探索科学HD高清,http://www.jhbwtv.top/anb/gt.php?id=cn_3_13010
探索科学HD高清,http://www.jhbwtv.top/anb/dfgdftv.php?id=343
探索科学HD高清,vjms://61.216.1.24:8500:3502/live/cid=457
探索科学HD高清,vjms://14.102.154.165:8500:3502/live/cid=457
国家地理頻道HD高清,http://185.180.221.194:8278/streams/d/Natgeo/playlist.m3u8
国家地理頻道HD高清,rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo
国家地理頻道HD高清,http://www.jhbwtv.top/anb/dfgdftv.php?id=302
国家地理頻道HD高清,vjms://61.216.1.24:8500:3502/live/cid=115
国家地理頻道HD高清,vjms://14.102.154.165:8500:3502/live/cid=115
国家地理野生HD高清,http://185.180.221.194:8278/streams/d/Natgeowild/playlist.m3u8
国家地理野生HD高清,vjms://61.216.1.24:8500:3502/live/cid=263
国家地理野生HD高清,vjms://14.102.154.165:8500:3502/live/cid=263
国家地理悠人HD高清,http://185.180.221.194:8278/streams/d/Natgeopeople/playlist.m3u8
国家地理悠人HD高清,http://www.jhbwtv.top/anb/dfgdftv.php?id=114
动物星球HD高清,https://www.livedoomovie.com/02_AnimalPlanet/chunklist.m3u8
动物星球HD高清,http://211.75.9.37:20000/20002
动物星球HD高清,vjms://61.216.1.24:8500:3502/live/cid=3
动物星球HD高清,vjms://14.102.154.165:8500:3502/live/cid=3
动物星球HD高清,http://50.7.161.82:8278/streams/d/AnimalPlanet/playlist.m3u8
History高清,http://185.180.221.194:8278/streams/d/History/playlist.m3u8
History高清,https://www.livedoomovie.com/02_HISTORYHD_720p/chunklist.m3u8
History-2高清,https://www.livedoomovie.com/02_H2HD_720p/chunklist.m3u8
A&E-HD高清,https://bk7l2w4nlx53-hls-live.5centscdn.com/AETV/514c04b31b5f01cf00dd4965e197fdda.sdp/playlist.m3u8
HGTV-HD高清,http://50.7.161.82:8278/streams/d/HGTV/playlist.m3u8
全纪实HD高清,http://140.207.241.3:8080/live/program/live/qjshd/4000000/mnf.m3u8
全纪实HD高清,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/qjshd/4000000/mnf.m3u8
纪实人文HD高清,http://122.138.32.222:9901/tsfile/live/1016_1.m3u8
纪实人文HD高清,http://111.20.105.60:6060/yinhe/2/ch00000090990000001330/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
纪实人文HD高清,http://140.207.241.3:8080/live/program/live/jspdhd/4000000/mnf.m3u8
纪实人文HD高清,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/jspdhd/4000000/mnf.m3u8
纪实人文HD高清,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
纪实人文HD高清,http://39.130.215.241:6610/gitv_live/G_SHANGHAIJS-HD/G_SHANGHAIJS-HD.m3u8
纪实人文HD高清,http://112.50.243.8/PLTV/88888888/224/3221225946/1.m3u8
纪实人文HD高清,http://112.50.243.8/PLTV/88888888/224/3221226958/1.m3u8
纪实人文HD高清,http://39.130.206.213:6410/gitv_live/G_SHANGHAIJS-HD/G_SHANGHAIJS-HD.m3u8
金鹰纪实HD高清,http://122.138.32.222:9901/tsfile/live/1017_1.m3u8
金鹰纪实HD高清,http://111.20.105.60:6060/yinhe/2/ch00000090990000001699/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
